1194,core.ac.uk
3003,hw.ac.uk
4708,ox.ac.uk
6133,kcl.ac.uk
6450,ed.ac.uk
6983,open.ac.uk
7367,cam.ac.uk
8611,bris.ac.uk
9036,ucl.ac.uk
9693,nottingham.ac.uk
10914,ljmu.ac.uk
10993,bham.ac.uk
14678,ncl.ac.uk
14899,manchester.ac.uk
14996,abertay.ac.uk
16920,lse.ac.uk
16923,imperial.ac.uk
17155,prospects.ac.uk
19631,exeter.ac.uk
19704,beds.ac.uk
20252,dur.ac.uk
20735,salford.ac.uk
20738,rgu.ac.uk
21209,essex.ac.uk
21764,ic.ac.uk
21958,gla.ac.uk
23978,uwe.ac.uk
24148,ulster.ac.uk
24480,ntu.ac.uk
24645,aber.ac.uk
25923,london.ac.uk
25935,swansea.ac.uk
26479,herts.ac.uk
26752,sas.ac.uk
27509,st-andrews.ac.uk
30205,sheffield.ac.uk
30344,leeds.ac.uk
30586,dundee.ac.uk
33545,bournemouth.ac.uk
35092,shef.ac.uk
37113,roehampton.ac.uk
38613,nhm.ac.uk
38700,warwick.ac.uk
39092,southampton.ac.uk
40681,brookes.ac.uk
40902,qub.ac.uk
40918,bangor.ac.uk
41070,lshtm.ac.uk
42805,bath.ac.uk
42931,cardiff.ac.uk
42947,cityofglasgowcollege.ac.uk
42950,craven-college.ac.uk
44824,law.ac.uk
46304,mdx.ac.uk
46905,solent.ac.uk
48386,lboro.ac.uk
49035,birmingham.ac.uk
50409,northumbria.ac.uk
51578,coventry.ac.uk
51816,qmul.ac.uk
51949,kent.ac.uk
51969,bradfordcollege.ac.uk
52039,nptcgroup.ac.uk
52333,le.ac.uk
53213,lincoln.ac.uk
55369,gre.ac.uk
60918,lancaster.ac.uk
61041,sussex.ac.uk
61433,mmu.ac.uk
64340,bcu.ac.uk
64704,plymouth.ac.uk
66653,abdn.ac.uk
66892,bolton.ac.uk
67325,derby.ac.uk
67527,nptc.ac.uk
67535,onlinesurveys.ac.uk
68352,gcu.ac.uk
68723,londonmet.ac.uk
68985,tees.ac.uk
69147,shu.ac.uk
69211,liverpool.ac.uk
69577,bristol.ac.uk
72946,wbs.ac.uk
73969,arden.ac.uk
78715,reading.ac.uk
80766,york.ac.uk
82279,kingston.ac.uk
83032,port.ac.uk
83087,surrey.ac.uk
83219,arts.ac.uk
86267,city.ac.uk
87927,southwales.ac.uk
88478,ebi.ac.uk
88712,ids.ac.uk
91677,chester.ac.uk
92844,northampton.ac.uk
94708,strath.ac.uk
97660,soton.ac.uk
99940,cf.ac.uk
100346,cumbria.ac.uk
100545,bbk.ac.uk
101178,hull.ac.uk
102370,aru.ac.uk
102387,dmu.ac.uk
102810,uws.ac.uk
103422,sunderland.ac.uk
103655,cusp.ac.uk
106144,mathcentre.ac.uk
108060,canterbury.ac.uk
114664,aston.ac.uk
122100,napier.ac.uk
123235,lancs.ac.uk
123564,norland.ac.uk
126160,glyndwr.ac.uk
126761,cardiffmet.ac.uk
137141,uca.ac.uk
138477,westminster.ac.uk
138882,rcpsych.ac.uk
141396,uwl.ac.uk
152373,soas.ac.uk
154755,uel.ac.uk
156836,brunel.ac.uk
160852,stir.ac.uk
161135,oaa-anaes.ac.uk
165077,jobs.ac.uk
165955,cranfield.ac.uk
171635,royalholloway.ac.uk
173464,lnat.ac.uk
191516,bradford.ac.uk
203182,ioe.ac.uk
208107,rcsed.ac.uk
214599,aaschool.ac.uk
230938,keele.ac.uk
234638,whiterose.ac.uk
249034,learna.ac.uk
254554,nott.ac.uk
255469,software.ac.uk
259598,newman.ac.uk
267923,uea.ac.uk
282384,edina.ac.uk
287835,gsa.ac.uk
289220,holycross.ac.uk
315880,vam.ac.uk
317473,weston.ac.uk
326173,yorksj.ac.uk
326585,wlv.ac.uk
330959,bexhillcollege.ac.uk
333235,lsbu.ac.uk
335336,tynemet.ac.uk
336903,birkbeck.ac.uk
337192,enterpriseresearch.ac.uk
342978,rcl.ac.uk
343209,rothamsted.ac.uk
349571,rhul.ac.uk
349824,lstmed.ac.uk
351577,hud.ac.uk
353139,aub.ac.uk
359538,pirbright.ac.uk
370149,felp.ac.uk
372271,iis.ac.uk
376698,ram.ac.uk
385780,nchlondon.ac.uk
386400,brad.ac.uk
399309,senss-dtp.ac.uk
407972,brighton.ac.uk
410216,courtauld.ac.uk
412717,economicsnetwork.ac.uk
419870,jic.ac.uk
427812,portsmouth-college.ac.uk
428988,ravensbourne.ac.uk
429034,rcm.ac.uk
429038,rcpe.ac.uk
429041,rcseng.ac.uk
431306,sherpa.ac.uk
432743,sruc.ac.uk
432781,st-patricks.ac.uk
432927,stcg.ac.uk
433544,swan.ac.uk
436450,uclan.ac.uk
436695,universitiesuk.ac.uk
461922,gold.ac.uk
466609,turing.ac.uk
488028,leedsbeckett.ac.uk
491618,hesa.ac.uk
493997,bathspa.ac.uk
498376,oxcis.ac.uk
518226,sccjr.ac.uk
534838,bps.ac.uk
548697,ucreative.ac.uk
555766,myport.ac.uk
556827,powerelectronics.ac.uk
570051,graduateoutcomes.ac.uk
575547,nihr.ac.uk
578253,ras.ac.uk
632043,bite.ac.uk
636930,bucks.ac.uk
653689,hear.ac.uk
654338,man.ac.uk
656060,vitae.ac.uk
678669,bgs.ac.uk
702030,acmedsci.ac.uk
712435,suffolkone.ac.uk
722017,rvc.ac.uk
