1,google.com,83.457557
2,youtube.com,82.564584
7,sohu.com,709.215867
19,netflix.com,88.760200
20,live.com,94.363645
31,bing.com,96.581931
38,google.com.hk,96.662616
42,ebay.com,310.577237
44,google.co.in,92.325277
51,office.com,108.329838
59,apple.com,144.660740
61,msn.com,100.159152
65,so.com,964.011774
68,google.com.br,96.352302
72,canva.com,93.221113
76,google.co.jp,103.111363
78,dropbox.com,86.445151
82,spotify.com,76.036697
91,google.de,102.010490
92,google.ru,100.036442
93,google.fr,101.934819
97,google.es,90.029125
98,google.it,101.563168
100,medium.com,102.396650
102,xhamster.com,71.737318
109,discordapp.com,79.834048
110,google.com.sg,107.033592
121,google.cn,113.638441
134,google.co.uk,100.883253
141,google.com.tw,93.504001
142,google.com.tr,99.236503
144,breitbart.com,83.853440
150,daum.net,706.812030
151,google.com.mx,101.578628
153,youm7.com,103.164868
156,cnet.com,95.211872
166,mediafire.com,99.433240
170,thepiratebay.org,96.940088
175,w3schools.com,261.824409
176,chaturbate.com,100.774095
178,ladbible.com,94.787206
180,ebay.de,298.048225
187,google.com.sa,316.594855
188,chouftv.ma,92.784407
191,y2mate.com,96.928509
193,dailymotion.com,314.660720
195,google.ca,102.600813
201,google.com.eg,119.518697
206,eastday.com,988.251412
212,google.co.th,114.565683
218,google.co.id,115.933150
238,google.com.ar,121.397163
241,nicovideo.jp,608.129236
243,line.me,621.190589
252,softonic.com,130.263083
253,google.pl,102.270500
261,ebay.co.uk,319.470009
267,blogger.com,117.740360
269,51sole.com,1013.331620
271,abs-cbn.com,792.411634
275,gamepedia.com,103.286191
291,spankbang.com,91.486342
292,evernote.com,103.379466
294,ilovepdf.com,179.947166
300,pexels.com,114.823947
312,google.co.kr,107.579402
314,sportbible.com,89.851224
316,genius.com,93.800320
319,ninisite.com,908.037478
321,mozilla.org,311.343239
327,homedepot.com,87.887642
328,irctc.co.in,1275.819303
329,kissanime.ru,90.799372
345,ensonhaber.com,128.483781
349,skype.com,329.172159
360,google.com.ua,84.896301
367,google.gr,106.804655
375,51.la,1728.425233
376,9gag.com,86.866567
377,westernjournal.com,95.474898
379,google.com.au,99.641137
381,gosuslugi.ru,751.758799
382,namasha.com,699.165671
395,rutracker.org,423.404115
396,livejournal.com,313.097953
397,beytoote.com,548.408835
407,ouo.io,102.098677
411,gstatic.com,111.818840
414,google.ro,97.500490
424,elwatannews.com,96.770409
427,realtor.com,381.026409
431,alodokter.com,115.729209
434,coinbase.com,105.182458
437,wattpad.com,91.746399
438,otvfoco.com.br,181.844550
439,google.co.ve,112.587404
444,gamer.com.tw,111.874457
455,google.com.vn,110.053156
456,google.cl,115.173863
466,google.dz,110.271463
